hindi	english
ईंट का दहला के बगल में ईंट का नहला को रखें. 	Place the ten of diamonds next to the nine of diamonds.
ईंट का गुलाम के बगल में ईंट का दहला को रखें. 	Place the jack of diamonds next to the ten of diamonds.
ईंट का बेगम के बगल में ईंट का गुलाम को रखें. 	Place the queen of diamonds next to the jack of diamonds.
ईंट की बेगम के बगल में ईंट के वादशाह को रखें. 	Place the king of diamonds next to the queen of diamonds.
रिडील पर बेतरतीब रूप से रखा गैप्स	Randomly Placed Gaps on Redeal
बायीँ डीलः ~ a	Deals left: ~ a
पूरी लाइन फेंटें	Deal a row
ताश को उलटे खिसका कर देखें	Try moving a card to the reserve
ताशों को फेंट कर देखें	Try dealing a row of cards
पत्तों के ढेर को आसपास ले जाने की कोशिश करें	Try moving card piles around
एक जैसे पत्ते	Same suit
विविध रंग	Alternating colors
प्रथम आधार ढेर हेतु अतिरिक्त में से एक ताश का पत्ता चुनें	Select a card from the reserve for first foundation pile
अतिरिक्त में से एक ताश के पत्ते को खाली तस्वीर खाँचा पर ले जाएँ	Move a card from the reserve onto the empty tableau slot
बचा मालः ~ a	Stock left: ~ a
एक और पत्ता बाँटें	Deal another card
एक पत्ता या पत्तों के समूह खाली खाँचा पर ले जाएँ	Move a card or build of cards on to the empty slot
एक हाथ और बांटें	Deal another hand
बेकार में से पत्ते ले जाएँ	Move card from waste
बेकार को भण्डार में ले जाएँ	Move waste to stock
बचा भंडारः ~ a	Stock remaining: ~ a
नया कार्ड डील करें	Deal a new card
आधार से पत्तों को नीचे की ले जाने की कोशिश करें	Try moving cards down from the foundation
एक पत्ते बांट	Single card deals
कोई डील फिर नहीं	No redeals
असीमित पुनः सौदों	Unlimited redeals
आधार पत्ताः	Base Card:
वर्तमान विन्यास अति प्राकृतिक रूप से ताश के रंग के योग्य हो इस हेतु ध्येय कीजिए. 	Aim to place the suits in the order which fits the current layout most naturally.
स्वचालित	Autoplay
ताश बांटना बाकीः ~ a	Redeals left: ~ a
डेक में से नया पत्ता चलें	Deal new cards from the deck
कुछ	something
एक खाली खाँचा	an empty slot
पोकर हाथ तैयार करने हेतु ताश के पत्तों को जमाएँ	Place cards on to the Tableau to form poker hands
